,Season,Week,Team,Defense,,
2324,2016,8,DAL,PHI,,
2325,2016,8,ATL,GB,,
2326,2016,8,WAS,CIN,,
2327,2016,8,ARI,CAR,,
2328,2016,8,NO,SEA,,
2329,2016,8,CLE,NYJ,,
2330,2016,8,TEN,JAX,,
2331,2016,8,CIN,WAS,,
2332,2016,8,TB,LV,,
2333,2016,8,IND,KC,,
2334,2016,8,BUF,NE,,
2335,2016,8,KC,IND,,
2336,2016,8,NYJ,CLE,,
2337,2016,8,CHI,MIN,,
2338,2016,8,DET,HOU,,
2339,2016,8,MIN,CHI,,
2340,2016,8,CAR,ARI,,
2341,2016,8,LAC,DEN,,
2342,2016,8,PHI,DAL,,
2343,2016,8,SEA,NO,,
2344,2016,8,HOU,DET,,
2345,2016,8,DEN,LAC,,
2346,2016,7,IND,TEN,,
2347,2016,7,NO,KC,,
2348,2016,7,BUF,MIA,,
2349,2016,7,GB,CHI,,
2350,2016,7,WAS,DET,,
2351,2016,7,TB,SF,,
2352,2016,7,CIN,CLE,,
2353,2016,7,NE,PIT,,
2354,2016,7,DET,WAS,,
2355,2016,7,KC,NO,,
2356,2016,7,TEN,IND,,
2357,2016,7,CLE,CIN,,
2358,2016,7,MIA,BUF,,
2359,2016,7,LAC,ATL,,
2360,2016,7,ARI,SEA,,
2361,2016,7,SF,TB,,
2362,2016,7,ATL,LAC,,
2363,2016,7,PIT,NE,,
2364,2016,7,JAX,LV,,
2365,2016,7,LV,JAX,,
2366,2016,7,DEN,HOU,,
2367,2016,7,SEA,ARI,,
2368,2016,7,NYJ,BAL,,
2369,2016,7,LAR,NYG,,
2370,2016,7,NYG,LAR,,
2371,2016,7,MIN,PHI,,
2372,2016,7,PHI,MIN,,
2373,2016,7,BAL,NYJ,,
2374,2016,7,HOU,DEN,,
2375,2016,7,CHI,GB,,
2376,2016,6,NO,CAR,,
2377,2016,6,LAR,DET,,
2378,2016,6,DET,LAR,,
2379,2016,6,TEN,CLE,,
2380,2016,6,NE,CIN,,
2381,2016,6,CAR,NO,,
2382,2016,6,NYG,BAL,,
2383,2016,6,IND,HOU,,
2384,2016,6,CIN,NE,,
2385,2016,6,CLE,TEN,,
2386,2016,6,ATL,SEA,,
2387,2016,6,BUF,SF,,
2388,2016,6,DAL,GB,,
2389,2016,6,SF,BUF,,
2390,2016,6,WAS,PHI,,
2391,2016,6,HOU,IND,,
2392,2016,6,DEN,LAC,,
2393,2016,6,GB,DAL,,
2394,2016,6,ARI,NYJ,,
2395,2016,6,BAL,NYG,,
2396,2016,6,CHI,JAX,,
2397,2016,6,SEA,ATL,,
2398,2016,6,LAC,DEN,,
2399,2016,6,JAX,CHI,,
2400,2016,6,MIA,PIT,,
2401,2016,6,LV,KC,,
2402,2016,6,PIT,MIA,,
2403,2016,6,KC,LV,,
2404,2016,6,PHI,WAS,,
2405,2016,6,NYJ,ARI,,
2406,2016,5,TEN,MIA,,
2407,2016,5,NE,CLE,,
2408,2016,5,PIT,NYJ,,
2409,2016,5,LAC,LV,,
2410,2016,5,CHI,IND,,
2411,2016,5,IND,CHI,,
2412,2016,5,CIN,DAL,,
2413,2016,5,LV,LAC,,
2414,2016,5,SF,ARI,,
2415,2016,5,DET,PHI,,
2416,2016,5,MIN,HOU,,
2417,2016,5,DAL,CIN,,
2418,2016,5,PHI,DET,,
2419,2016,5,GB,NYG,,
2420,2016,5,BUF,LAR,,
2421,2016,5,TB,CAR,,
2422,2016,5,NYJ,PIT,,
2423,2016,5,ATL,DEN,,
2424,2016,5,BAL,WAS,,
2425,2016,5,ARI,SF,,
2426,2016,5,DEN,ATL,,
2427,2016,5,WAS,BAL,,
2428,2016,5,NYG,GB,,
2429,2016,5,CLE,NE,,
2430,2016,5,HOU,MIN,,
2431,2016,5,LAR,BUF,,
2432,2016,5,CAR,TB,,
2433,2016,5,MIA,TEN,,
2434,2016,4,ATL,CAR,,
2435,2016,4,PIT,KC,,
2436,2016,4,JAX,IND,,
2437,2016,4,SEA,NYJ,,
2438,2016,4,LV,BAL,,
2439,2016,4,BAL,LV,,
2440,2016,4,CHI,DET,,
2441,2016,4,LAC,NO,,
2442,2016,4,DAL,SF,,
2443,2016,4,LAR,ARI,,
2444,2016,4,KC,PIT,,
2445,2016,4,IND,JAX,,
2446,2016,4,WAS,CLE,,
2447,2016,4,BUF,NE,,
2448,2016,4,CAR,ATL,,
2449,2016,4,HOU,TEN,,
2450,2016,4,MIN,NYG,,
2451,2016,4,CIN,MIA,,
2452,2016,4,SF,DAL,,
2453,2016,4,NO,LAC,,
2454,2016,4,ARI,LAR,,
2455,2016,4,CLE,WAS,,
2456,2016,4,TB,DEN,,
2457,2016,4,DEN,TB,,
2458,2016,4,NYJ,SEA,,
2459,2016,4,NE,BUF,,
2460,2016,4,NYG,MIN,,
2461,2016,4,DET,CHI,,
2462,2016,4,TEN,HOU,,
2463,2016,4,MIA,CIN,,
2464,2016,3,DEN,CIN,,
2465,2016,3,DET,GB,,
2466,2016,3,GB,DET,,
2467,2016,3,NO,ATL,,
2468,2016,3,TB,LAR,,
2469,2016,3,DAL,CHI,,
2470,2016,3,PHI,PIT,,
2471,2016,3,ATL,NO,,
2472,2016,3,WAS,NYG,,
2473,2016,3,MIA,CLE,,
2474,2016,3,CHI,DAL,,
2475,2016,3,BUF,ARI,,
2476,2016,3,NE,HOU,,
2477,2016,3,SEA,SF,,
2478,2016,3,NYG,WAS,,
2479,2016,3,LAR,TB,,
2480,2016,3,IND,LAC,,
2481,2016,3,KC,NYJ,,
2482,2016,3,CAR,MIN,,
2483,2016,3,LV,TEN,,
2484,2016,3,BAL,JAX,,
2485,2016,3,JAX,BAL,,
2486,2016,3,LAC,IND,,
2487,2016,3,MIN,CAR,,
2488,2016,3,CIN,DEN,,
2489,2016,3,CLE,MIA,,
2490,2016,3,HOU,NE,,
2491,2016,3,PIT,PHI,,
2492,2016,3,SF,SEA,,
2493,2016,3,TEN,LV,,
2494,2016,3,ARI,BUF,,
2495,2016,3,NYJ,KC,,
2496,2016,2,CAR,SF,,
2497,2016,2,ATL,LV,,
2498,2016,2,LV,ATL,,
2499,2016,2,BUF,NYJ,,
2500,2016,2,ARI,TB,,
2501,2016,2,LAC,JAX,,
2502,2016,2,MIA,NE,,
2503,2016,2,NE,MIA,,
2504,2016,2,NYJ,BUF,,
2505,2016,2,SF,CAR,,
2506,2016,2,PIT,CIN,,
2507,2016,2,CIN,PIT,,
2508,2016,2,MIN,GB,,
2509,2016,2,WAS,DAL,,
2510,2016,2,JAX,LAC,,
2511,2016,2,DAL,WAS,,
2512,2016,2,GB,MIN,,
2513,2016,2,TEN,DET,,
2514,2016,2,BAL,CLE,,
2515,2016,2,DET,TEN,,
2516,2016,2,NO,NYG,,
2517,2016,2,CLE,BAL,,
2518,2016,2,PHI,CHI,,
2519,2016,2,NYG,NO,,
2520,2016,2,SEA,LAR,,
2521,2016,2,DEN,IND,,
2522,2016,2,HOU,KC,,
2523,2016,2,IND,DEN,,
2524,2016,2,LAR,SEA,,
2525,2016,2,TB,ARI,,
2526,2016,2,KC,HOU,,
2527,2016,2,CHI,PHI,,
2528,2016,1,IND,DET,,
2529,2016,1,NO,LV,,
2530,2016,1,KC,LAC,,
2531,2016,1,DET,IND,,
2532,2016,1,TB,ATL,,
2533,2016,1,ATL,TB,,
2534,2016,1,GB,JAX,,
2535,2016,1,LV,NO,,
2536,2016,1,PIT,WAS,,
2537,2016,1,CAR,DEN,,
2538,2016,1,PHI,CLE,,
2539,2016,1,ARI,NE,,
2540,2016,1,NYG,DAL,,
2541,2016,1,CIN,NYJ,,
2542,2016,1,TEN,MIN,,
2543,2016,1,HOU,CHI,,
2544,2016,1,MIA,SEA,,
2545,2016,1,NYJ,CIN,,
2546,2016,1,JAX,GB,,
2547,2016,1,LAC,KC,,
2548,2016,1,NE,ARI,,
2549,2016,1,SF,LAR,,
2550,2016,1,BAL,BUF,,
2551,2016,1,SEA,MIA,,
2552,2016,1,CHI,HOU,,
2553,2016,1,DAL,NYG,,
2554,2016,1,MIN,TEN,,
2555,2016,1,WAS,PIT,,
2556,2016,1,CLE,PHI,,
2557,2016,1,DEN,CAR,,
2558,2016,1,BUF,BAL,,
2559,2016,1,LAR,SF,,
2560,2015,17,CAR,TB,,
2561,2015,17,DET,CHI,,
2562,2015,17,PIT,CLE,,
2563,2015,17,MIA,NE,,
2564,2015,17,DAL,WAS,,
2565,2015,17,SEA,ARI,,
2566,2015,17,ATL,NO,,
2567,2015,17,WAS,DAL,,
2568,2015,17,NYG,PHI,,
2569,2015,17,PHI,NYG,,
2570,2015,17,BUF,NYJ,,
2571,2015,17,SF,LAR,,
2572,2015,17,NO,ATL,,
2573,2015,17,TB,CAR,,
2574,2015,17,KC,LV,,
2575,2015,17,LAC,DEN,,
2576,2015,17,CIN,BAL,,
2577,2015,17,CHI,DET,,
2578,2015,17,GB,MIN,,
2579,2015,17,BAL,CIN,,
2580,2015,17,HOU,JAX,,
2581,2015,17,LV,KC,,
2582,2015,17,NYJ,BUF,,
2583,2015,17,IND,TEN,,
2584,2015,17,LAR,SF,,
2585,2015,17,TEN,IND,,
2586,2015,17,DEN,LAC,,
2587,2015,17,ARI,SEA,,
2588,2015,17,CLE,PIT,,
2589,2015,17,NE,MIA,,
2590,2015,17,JAX,HOU,,
2591,2015,17,MIN,GB,,
2592,2015,16,WAS,PHI,,
2593,2015,16,JAX,NO,,
2594,2015,16,NO,JAX,,
2595,2015,16,NYJ,NE,,
2596,2015,16,DET,SF,,
2597,2015,16,HOU,TEN,,
2598,2015,16,SEA,LAR,,
2599,2015,16,TB,CHI,,
2600,2015,16,PHI,WAS,,
2601,2015,16,ARI,GB,,
2602,2015,16,DEN,CIN,,
2603,2015,16,KC,CLE,,
2604,2015,16,SF,DET,,
2605,2015,16,LV,LAC,,
2606,2015,16,LAC,LV,,
2607,2015,16,BAL,PIT,,
2608,2015,16,ATL,CAR,,
2609,2015,16,CAR,ATL,,
2610,2015,16,CLE,KC,,
2611,2015,16,MIA,IND,,
2612,2015,16,CHI,TB,,
2613,2015,16,CIN,DEN,,
2614,2015,16,MIN,NYG,,
2615,2015,16,BUF,DAL,,
2616,2015,16,NE,NYJ,,
2617,2015,16,TEN,HOU,,
2618,2015,16,LAR,SEA,,
2619,2015,16,GB,ARI,,
2620,2015,16,NYG,MIN,,
2621,2015,16,DAL,BUF,,
2622,2015,16,PIT,BAL,,
2623,2015,16,IND,MIA,,
2624,2015,15,CAR,NYG,,
2625,2015,15,WAS,BUF,,
2626,2015,15,MIN,CHI,,
2627,2015,15,DEN,PIT,,
2628,2015,15,BUF,WAS,,
2629,2015,15,NO,DET,,
2630,2015,15,SEA,CLE,,
2631,2015,15,JAX,ATL,,
2632,2015,15,NYG,CAR,,
2633,2015,15,PIT,DEN,,
2634,2015,15,DET,NO,,
2635,2015,15,LAC,MIA,,
2636,2015,15,LV,GB,,
2637,2015,15,TB,LAR,,
2638,2015,15,NE,TEN,,
2639,2015,15,BAL,KC,,
2640,2015,15,LAR,TB,,
2641,2015,15,PHI,ARI,,
2642,2015,15,NYJ,DAL,,
2643,2015,15,MIA,LAC,,
2644,2015,15,ARI,PHI,,
2645,2015,15,TEN,NE,,
2646,2015,15,CHI,MIN,,
2647,2015,15,KC,BAL,,
2648,2015,15,CIN,SF,,
2649,2015,15,ATL,JAX,,
2650,2015,15,SF,CIN,,
2651,2015,15,CLE,SEA,,
2652,2015,15,GB,LV,,
2653,2015,15,HOU,IND,,
2654,2015,15,IND,HOU,,
2655,2015,15,DAL,NYJ,,
2656,2015,14,SEA,BAL,,
2657,2015,14,NYG,MIA,,
2658,2015,14,JAX,IND,,
2659,2015,14,NYJ,TEN,,
2660,2015,14,CAR,ATL,,
2661,2015,14,TEN,NYJ,,
2662,2015,14,WAS,CHI,,
2663,2015,14,ARI,MIN,,
2664,2015,14,NO,TB,,
2665,2015,14,GB,DAL,,
2666,2015,14,CHI,WAS,,
2667,2015,14,NE,HOU,,
2668,2015,14,BUF,PHI,,
2669,2015,14,DET,LAR,,
2670,2015,14,CIN,PIT,,
2671,2015,14,MIA,NYG,,
2672,2015,14,MIN,ARI,,
2673,2015,14,CLE,SF,,
2674,2015,14,TB,NO,,
2675,2015,14,SF,CLE,,
2676,2015,14,KC,LAC,,
2677,2015,14,DEN,LV,,
2678,2015,14,LV,DEN,,
2679,2015,14,PHI,BUF,,
2680,2015,14,PIT,CIN,,
2681,2015,14,IND,JAX,,
2682,2015,14,LAC,KC,,
2683,2015,14,BAL,SEA,,
2684,2015,14,ATL,CAR,,
2685,2015,14,HOU,NE,,
2686,2015,14,LAR,DET,,
2687,2015,14,DAL,GB,,
2688,2015,13,CAR,NO,,
2689,2015,13,TEN,JAX,,
2690,2015,13,SEA,MIN,,
2691,2015,13,PIT,IND,,
2692,2015,13,JAX,TEN,,
2693,2015,13,NE,PHI,,
2694,2015,13,BUF,HOU,,
2695,2015,13,NYJ,NYG,,
2696,2015,13,GB,DET,,
2697,2015,13,SF,CHI,,
2698,2015,13,KC,LV,,
2699,2015,13,CIN,CLE,,
2700,2015,13,HOU,BUF,,
2701,2015,13,NO,CAR,,
2702,2015,13,ARI,LAR,,
2703,2015,13,TB,ATL,,
2704,2015,13,DET,GB,,
2705,2015,13,NYG,NYJ,,
2706,2015,13,WAS,DAL,,
2707,2015,13,LV,KC,,
2708,2015,13,ATL,TB,,
2709,2015,13,PHI,NE,,
2710,2015,13,BAL,MIA,,
2711,2015,13,DEN,LAC,,
2712,2015,13,DAL,WAS,,
2713,2015,13,MIA,BAL,,
2714,2015,13,CHI,SF,,
2715,2015,13,LAC,DEN,,
2716,2015,13,CLE,CIN,,
2717,2015,13,IND,PIT,,
2718,2015,13,LAR,ARI,,
2719,2015,13,MIN,SEA,,
2720,2015,12,SEA,PIT,,
2721,2015,12,DET,PHI,,
2722,2015,12,NYJ,MIA,,
2723,2015,12,LAC,JAX,,
2724,2015,12,BUF,KC,,
2725,2015,12,LV,TEN,,
2726,2015,12,NE,DEN,,
2727,2015,12,JAX,LAC,,
2728,2015,12,WAS,NYG,,
2729,2015,12,PIT,SEA,,
2730,2015,12,MIA,NYJ,,
2731,2015,12,KC,BUF,,
2732,2015,12,IND,TB,,
2733,2015,12,CIN,LAR,,
2734,2015,12,TEN,LV,,
2735,2015,12,CAR,DAL,,
2736,2015,12,ARI,SF,,
2737,2015,12,SF,ARI,,
2738,2015,12,NYG,WAS,,
2739,2015,12,TB,IND,,
2740,2015,12,PHI,DET,,
2741,2015,12,BAL,CLE,,
2742,2015,12,HOU,NO,,
2743,2015,12,CLE,BAL,,
2744,2015,12,GB,CHI,,
2745,2015,12,DEN,NE,,
2746,2015,12,CHI,GB,,
2747,2015,12,DAL,CAR,,
2748,2015,12,ATL,MIN,,
2749,2015,12,NO,HOU,,
2750,2015,12,MIN,ATL,,
2751,2015,12,LAR,CIN,,
2752,2015,11,CAR,WAS,,
2753,2015,11,TB,PHI,,
2754,2015,11,SEA,SF,,
2755,2015,11,ARI,CIN,,
2756,2015,11,CIN,ARI,,
2757,2015,11,DET,LV,,
2758,2015,11,MIN,GB,,
2759,2015,11,GB,MIN,,
2760,2015,11,DEN,CHI,,
2761,2015,11,TEN,JAX,,
2762,2015,11,ATL,IND,,
2763,2015,11,SF,SEA,,
2764,2015,11,NYJ,HOU,,
2765,2015,11,MIA,DAL,,
2766,2015,11,HOU,NYJ,,
2767,2015,11,PHI,TB,,
2768,2015,11,KC,LAC,,
2769,2015,11,IND,ATL,,
2770,2015,11,DAL,MIA,,
2771,2015,11,NE,BUF,,
2772,2015,11,BAL,LAR,,
2773,2015,11,JAX,TEN,,
2774,2015,11,CHI,DEN,,
2775,2015,11,BUF,NE,,
2776,2015,11,LV,DET,,
2777,2015,11,WAS,CAR,,
2778,2015,11,LAC,KC,,
2779,2015,11,LAR,BAL,,
2780,2015,10,WAS,NO,,
2781,2015,10,PIT,CLE,,
2782,2015,10,CHI,LAR,,
2783,2015,10,GB,DET,,
2784,2015,10,NYG,NE,,
2785,2015,10,CAR,TEN,,
2786,2015,10,BAL,JAX,,
2787,2015,10,ARI,SEA,,
2788,2015,10,NE,NYG,,
2789,2015,10,LV,MIN,,
2790,2015,10,SEA,ARI,,
2791,2015,10,CLE,PIT,,
2792,2015,10,MIA,PHI,,
2793,2015,10,JAX,BAL,,
2794,2015,10,DET,GB,,
2795,2015,10,KC,DEN,,
2796,2015,10,NYJ,BUF,,
2797,2015,10,PHI,MIA,,
2798,2015,10,TB,DAL,,
2799,2015,10,NO,WAS,,
2800,2015,10,MIN,LV,,
2801,2015,10,BUF,NYJ,,
2802,2015,10,DEN,KC,,
2803,2015,10,CIN,HOU,,
2804,2015,10,TEN,CAR,,
2805,2015,10,HOU,CIN,,
2806,2015,10,LAR,CHI,,
2807,2015,10,DAL,TB,,
2808,2015,9,CAR,GB,,
2809,2015,9,TEN,NO,,
2810,2015,9,GB,CAR,,
2811,2015,9,NO,TEN,,
2812,2015,9,LV,PIT,,
2813,2015,9,DAL,PHI,,
2814,2015,9,CIN,CLE,,
2815,2015,9,IND,DEN,,
2816,2015,9,PIT,LV,,
2817,2015,9,JAX,NYJ,,
2818,2015,9,NYJ,JAX,,
2819,2015,9,TB,NYG,,
2820,2015,9,NE,WAS,,
2821,2015,9,CHI,LAC,,
2822,2015,9,ATL,SF,,
2823,2015,9,PHI,DAL,,
2824,2015,9,BUF,MIA,,
2825,2015,9,DEN,IND,,
2826,2015,9,LAC,CHI,,
2827,2015,9,SF,ATL,,
2828,2015,9,CLE,CIN,,
2829,2015,9,MIN,LAR,,
2830,2015,9,NYG,TB,,
2831,2015,9,MIA,BUF,,
2832,2015,9,WAS,NE,,
2833,2015,9,LAR,MIN,,
2834,2015,8,NO,NYG,,
2835,2015,8,NYG,NO,,
2836,2015,8,NE,MIA,,
2837,2015,8,ARI,CLE,,
2838,2015,8,LV,NYJ,,
2839,2015,8,KC,DET,,
2840,2015,8,LAC,BAL,,
2841,2015,8,BAL,LAC,,
2842,2015,8,ATL,TB,,
2843,2015,8,NYJ,LV,,
2844,2015,8,CHI,MIN,,
2845,2015,8,TB,ATL,,
2846,2015,8,CLE,ARI,,
2847,2015,8,CAR,IND,,
2848,2015,8,HOU,TEN,,
2849,2015,8,IND,CAR,,
2850,2015,8,SEA,DAL,,
2851,2015,8,LAR,SF,,
2852,2015,8,DEN,GB,,
2853,2015,8,MIN,CHI,,
2854,2015,8,CIN,PIT,,
2855,2015,8,SF,LAR,,
2856,2015,8,DET,KC,,
2857,2015,8,PIT,CIN,,
2858,2015,8,DAL,SEA,,
2859,2015,8,MIA,NE,,
2860,2015,8,GB,DEN,,
2861,2015,8,TEN,HOU,,
2862,2015,7,WAS,TB,,
2863,2015,7,NE,NYJ,,
2864,2015,7,MIA,HOU,,
2865,2015,7,LAC,LV,,
2866,2015,7,IND,NO,,
2867,2015,7,LV,LAC,,
2868,2015,7,HOU,MIA,,
2869,2015,7,NYJ,NE,,
2870,2015,7,TB,WAS,,
2871,2015,7,ARI,BAL,,
2872,2015,7,MIN,DET,,
2873,2015,7,DET,MIN,,
2874,2015,7,BUF,JAX,,
2875,2015,7,KC,PIT,,
2876,2015,7,BAL,ARI,,
2877,2015,7,CAR,PHI,,
2878,2015,7,JAX,BUF,,
2879,2015,7,NO,IND,,
2880,2015,7,SEA,SF,,
2881,2015,7,ATL,TEN,,
2882,2015,7,CLE,LAR,,
2883,2015,7,TEN,ATL,,
2884,2015,7,DAL,NYG,,
2885,2015,7,PHI,CAR,,
2886,2015,7,NYG,DAL,,
2887,2015,7,LAR,CLE,,
2888,2015,7,PIT,KC,,
2889,2015,7,SF,SEA,,
2890,2015,6,DET,CHI,,
2891,2015,6,LAC,GB,,
2892,2015,6,IND,NE,,
2893,2015,6,NYJ,WAS,,
2894,2015,6,HOU,JAX,,
2895,2015,6,JAX,HOU,,
2896,2015,6,SF,BAL,,
2897,2015,6,NE,IND,,
2898,2015,6,CIN,BUF,,
2899,2015,6,BUF,CIN,,
2900,2015,6,CAR,SEA,,
2901,2015,6,GB,LAC,,
2902,2015,6,CHI,DET,,
2903,2015,6,SEA,CAR,,
2904,2015,6,ATL,NO,,
2905,2015,6,BAL,SF,,
2906,2015,6,ARI,PIT,,
2907,2015,6,NO,ATL,,
2908,2015,6,KC,MIN,,
2909,2015,6,MIA,TEN,,
2910,2015,6,PIT,ARI,,
2911,2015,6,CLE,DEN,,
2912,2015,6,DEN,CLE,,
2913,2015,6,MIN,KC,,
2914,2015,6,PHI,NYG,,
2915,2015,6,NYG,PHI,,
2916,2015,6,WAS,NYJ,,
2917,2015,6,TEN,MIA,,
2918,2015,5,CLE,BAL,,
2919,2015,5,NYG,SF,,
2920,2015,5,JAX,TB,,
2921,2015,5,CIN,SEA,,
2922,2015,5,NE,DAL,,
2923,2015,5,BAL,CLE,,
2924,2015,5,BUF,TEN,,
2925,2015,5,SF,NYG,,
2926,2015,5,LAC,PIT,,
2927,2015,5,HOU,IND,,
2928,2015,5,ARI,DET,,
2929,2015,5,PHI,NO,,
2930,2015,5,CHI,KC,,
2931,2015,5,IND,HOU,,
2932,2015,5,GB,LAR,,
2933,2015,5,NO,PHI,,
2934,2015,5,TB,JAX,,
2935,2015,5,KC,CHI,,
2936,2015,5,SEA,CIN,,
2937,2015,5,PIT,LAC,,
2938,2015,5,TEN,BUF,,
2939,2015,5,LV,DEN,,
2940,2015,5,DET,ARI,,
2941,2015,5,WAS,ATL,,
2942,2015,5,DAL,NE,,
2943,2015,5,DEN,LV,,
2944,2015,5,ATL,WAS,,
2945,2015,5,LAR,GB,,
2946,2015,4,LAC,CLE,,
2947,2015,4,PHI,WAS,,
2948,2015,4,NO,DAL,,
2949,2015,4,CLE,LAC,,
2950,2015,4,WAS,PHI,,
2951,2015,4,JAX,IND,,
2952,2015,4,LAR,ARI,,
2953,2015,4,CIN,KC,,
2954,2015,4,NYG,BUF,,
2955,2015,4,KC,CIN,,
2956,2015,4,HOU,ATL,,
2957,2015,4,CHI,LV,,
2958,2015,4,GB,SF,,
2959,2015,4,CAR,TB,,
2960,2015,4,ARI,LAR,,
2961,2015,4,SEA,DET,,
2962,2015,4,IND,JAX,,
2963,2015,4,MIN,DEN,,
2964,2015,4,BUF,NYG,,
2965,2015,4,DAL,NO,,
2966,2015,4,ATL,HOU,,
2967,2015,4,NYJ,MIA,,
2968,2015,4,TB,CAR,,
2969,2015,4,MIA,NYJ,,
2970,2015,4,PIT,BAL,,
2971,2015,4,LV,CHI,,
2972,2015,4,SF,GB,,
2973,2015,4,DEN,MIN,,
2974,2015,4,DET,SEA,,
2975,2015,4,BAL,PIT,,
2976,2015,3,GB,KC,,
2977,2015,3,CIN,BAL,,
2978,2015,3,CAR,NO,,
2979,2015,3,BUF,MIA,,
2980,2015,3,ATL,DAL,,
2981,2015,3,NE,JAX,,
2982,2015,3,BAL,CIN,,
2983,2015,3,LV,CLE,,
2984,2015,3,CLE,LV,,
2985,2015,3,NYG,WAS,,
2986,2015,3,KC,GB,,
2987,2015,3,DEN,DET,,
2988,2015,3,TEN,IND,,
2989,2015,3,ARI,SF,,
2990,2015,3,IND,TEN,,
2991,2015,3,JAX,NE,,
2992,2015,3,SEA,CHI,,
2993,2015,3,MIA,BUF,,
2994,2015,3,WAS,NYG,,
2995,2015,3,NYJ,PHI,,
2996,2015,3,TB,HOU,,
2997,2015,3,HOU,TB,,
2998,2015,3,NO,CAR,,
2999,2015,3,LAC,MIN,,
3000,2015,3,DET,DEN,,
3001,2015,3,PHI,NYJ,,
3002,2015,3,DAL,ATL,,
3003,2015,3,LAR,PIT,,
3004,2015,3,PIT,LAR,,
3005,2015,3,SF,ARI,,
3006,2015,3,CHI,SEA,,
3007,2015,3,MIN,LAC,,
3008,2015,2,PIT,SF,,
3009,2015,2,NE,BUF,,
3010,2015,2,CAR,HOU,,
3011,2015,2,SF,PIT,,
3012,2015,2,LV,BAL,,
3013,2015,2,BUF,NE,,
3014,2015,2,MIA,JAX,,
3015,2015,2,GB,SEA,,
3016,2015,2,SEA,GB,,
3017,2015,2,JAX,MIA,,
3018,2015,2,BAL,LV,,
3019,2015,2,CIN,LAC,,
3020,2015,2,ARI,CHI,,
3021,2015,2,DEN,KC,,
3022,2015,2,NYG,ATL,,
3023,2015,2,DET,MIN,,
3024,2015,2,TB,NO,,
3025,2015,2,ATL,NYG,,
3026,2015,2,HOU,CAR,,
3027,2015,2,MIN,DET,,
3028,2015,2,NYJ,IND,,
3029,2015,2,TEN,CLE,,
3030,2015,2,CLE,TEN,,
3031,2015,2,LAC,CIN,,
3032,2015,2,WAS,LAR,,
3033,2015,2,NO,TB,,
3034,2015,2,LAR,WAS,,
3035,2015,2,CHI,ARI,,
3036,2015,2,IND,NYJ,,
3037,2015,2,PHI,DAL,,
3038,2015,2,DAL,PHI,,
3039,2015,2,KC,DEN,,
3040,2015,1,NE,PIT,,
3041,2015,1,ARI,NO,,
3042,2015,1,TEN,TB,,
3043,2015,1,KC,HOU,,
3044,2015,1,GB,CHI,,
3045,2015,1,DAL,NYG,,
3046,2015,1,LAC,DET,,
3047,2015,1,LAR,SEA,,
3048,2015,1,CIN,LV,,
3049,2015,1,PIT,NE,,
3050,2015,1,IND,BUF,,
3051,2015,1,ATL,PHI,,
3052,2015,1,NO,ARI,,
3053,2015,1,BUF,IND,,
3054,2015,1,SEA,LAR,,
3055,2015,1,TB,TEN,,
3056,2015,1,CHI,GB,,
3057,2015,1,DET,LAC,,
3058,2015,1,PHI,ATL,,
3059,2015,1,NYJ,CLE,,
3060,2015,1,CAR,JAX,,
3061,2015,1,MIA,WAS,,
3062,2015,1,SF,MIN,,
3063,2015,1,HOU,KC,,
3064,2015,1,JAX,CAR,,
3065,2015,1,LV,CIN,,
3066,2015,1,MIN,SF,,
3067,2015,1,CLE,NYJ,,
3068,2015,1,NYG,DAL,,
3069,2015,1,WAS,MIA,,
3070,2015,1,DEN,BAL,,
3071,2015,1,BAL,DEN,,
3072,2014,17,NYJ,MIA,,
3073,2014,17,GB,DET,,
3074,2014,17,SF,ARI,,
3075,2014,17,DET,GB,,
3076,2014,17,BAL,CLE,,
3077,2014,17,PHI,NYG,,
3078,2014,17,CAR,ATL,,
3079,2014,17,WAS,DAL,,
3080,2014,17,NYG,PHI,,
3081,2014,17,DAL,WAS,,
3082,2014,17,PIT,CIN,,
3083,2014,17,HOU,JAX,,
3084,2014,17,IND,TEN,,
3085,2014,17,ARI,SF,,
3086,2014,17,CIN,PIT,,
3087,2014,17,MIA,NYJ,,
3088,2014,17,MIN,CHI,,
3089,2014,17,CHI,MIN,,
3090,2014,17,JAX,HOU,,
3091,2014,17,NO,TB,,
3092,2014,17,TEN,IND,,
3093,2014,17,BUF,NE,,
3094,2014,17,DEN,LV,,
3095,2014,17,SEA,LAR,,
3096,2014,17,KC,LAC,,
3097,2014,17,TB,NO,,
3098,2014,17,ATL,CAR,,
3099,2014,17,LV,DEN,,
3100,2014,17,LAC,KC,,
3101,2014,17,LAR,SEA,,
3102,2014,17,NE,BUF,,
3103,2014,17,CLE,BAL,,
3104,2014,16,SEA,ARI,,
3105,2014,16,MIA,MIN,,
3106,2014,16,SF,LAC,,
3107,2014,16,DAL,IND,,
3108,2014,16,NYG,LAR,,
3109,2014,16,LAC,SF,,
3110,2014,16,CAR,CLE,,
3111,2014,16,BUF,LV,,
3112,2014,16,PHI,WAS,,
3113,2014,16,MIN,MIA,,
3114,2014,16,LAR,NYG,,
3115,2014,16,ATL,NO,,
3116,2014,16,TEN,JAX,,
3117,2014,16,LV,BUF,,
3118,2014,16,GB,TB,,
3119,2014,16,CIN,DEN,,
3120,2014,16,CHI,DET,,
3121,2014,16,KC,PIT,,
