,Season,Week,Team,Defense
2114,2016.0,14,GB,SEA
2115,2016.0,14,BAL,NE
2116,2016.0,14,MIA,ARI
2117,2016.0,14,MIN,JAX
2118,2016.0,14,DEN,TEN
2119,2016.0,14,CIN,CLE
2120,2016.0,14,DET,CHI
2121,2016.0,14,IND,HOU
2122,2016.0,14,WAS,PHI
2123,2016.0,14,JAX,MIN
2124,2016.0,14,BUF,PIT
2125,2016.0,14,PHI,WAS
2126,2016.0,14,CHI,DET
2127,2016.0,14,NYJ,SF
2128,2016.0,14,SF,NYJ
2129,2016.0,14,CAR,LAC
2130,2016.0,14,CLE,CIN
2131,2016.0,14,KC,LV
2132,2016.0,14,ARI,MIA
2133,2016.0,14,LAR,ATL
2134,2016.0,14,TB,NO
2135,2016.0,14,LAC,CAR
2136,2016.0,14,TEN,DEN
2137,2016.0,14,DAL,NYG
2138,2016.0,14,NYG,DAL
2139,2016.0,14,SEA,GB
2140,2016.0,14,LV,KC
2141,2016.0,14,NO,TB
2142,2016.0,14,HOU,IND
2143,2016.0,14,PIT,BUF
2144,2016.0,13,IND,NYJ
2145,2016.0,13,BAL,MIA
2146,2016.0,13,ARI,WAS
2147,2016.0,13,DET,NO
2148,2016.0,13,CIN,PHI
2149,2016.0,13,LV,BUF
2150,2016.0,13,HOU,GB
2151,2016.0,13,PIT,NYG
2152,2016.0,13,WAS,ARI
2153,2016.0,13,ATL,KC
2154,2016.0,13,SEA,CAR
2155,2016.0,13,GB,HOU
2156,2016.0,13,TB,LAC
2157,2016.0,13,MIN,DAL
2158,2016.0,13,NE,LAR
2159,2016.0,13,LAC,TB
2160,2016.0,13,BUF,LV
2161,2016.0,13,PHI,CIN
2162,2016.0,13,KC,ATL
2163,2016.0,13,CAR,SEA
2164,2016.0,13,NYG,PIT
2165,2016.0,13,DAL,MIN
2166,2016.0,13,JAX,DEN
2167,2016.0,13,CHI,SF
2168,2016.0,13,NO,DET
2169,2016.0,13,MIA,BAL
2170,2016.0,13,LAR,NE
2171,2016.0,13,NYJ,IND
2172,2016.0,13,DEN,JAX
2173,2016.0,13,SF,CHI
2174,2016.0,12,SF,MIA
2175,2016.0,12,NO,LAR
2176,2016.0,12,WAS,DAL
2177,2016.0,12,DEN,KC
2178,2016.0,12,MIA,SF
2179,2016.0,12,GB,PHI
2180,2016.0,12,DAL,WAS
2181,2016.0,12,TEN,CHI
2182,2016.0,12,JAX,BUF
2183,2016.0,12,PIT,IND
2184,2016.0,12,CHI,TEN
2185,2016.0,12,BUF,JAX
2186,2016.0,12,CAR,LV
2187,2016.0,12,LAC,HOU
2188,2016.0,12,NYG,CLE
2189,2016.0,12,NE,NYJ
2190,2016.0,12,ATL,ARI
2191,2016.0,12,ARI,ATL
2192,2016.0,12,PHI,GB
2193,2016.0,12,LV,CAR
2194,2016.0,12,NYJ,NE
2195,2016.0,12,LAR,NO
2196,2016.0,12,DET,MIN
2197,2016.0,12,TB,SEA
2198,2016.0,12,KC,DEN
2199,2016.0,12,BAL,CIN
2200,2016.0,12,CLE,NYG
2201,2016.0,12,CIN,BAL
2202,2016.0,12,HOU,LAC
2203,2016.0,12,SEA,TB
2204,2016.0,12,IND,PIT
2205,2016.0,12,MIN,DET
2206,2016.0,11,GB,WAS
2207,2016.0,11,NE,SF
2208,2016.0,11,WAS,GB
2209,2016.0,11,DAL,BAL
2210,2016.0,11,SEA,PHI
2211,2016.0,11,TEN,IND
2212,2016.0,11,LV,HOU
2213,2016.0,11,KC,TB
2214,2016.0,11,SF,NE
2215,2016.0,11,IND,TEN
2216,2016.0,11,TB,KC
2217,2016.0,11,NYG,CHI
2218,2016.0,11,NO,CAR
2219,2016.0,11,BAL,DAL
2220,2016.0,11,CIN,BUF
2221,2016.0,11,PHI,SEA
2222,2016.0,11,MIA,LAR
2223,2016.0,11,ARI,MIN
2224,2016.0,11,HOU,LV
2225,2016.0,11,JAX,DET
2226,2016.0,11,CHI,NYG
2227,2016.0,11,CAR,NO
2228,2016.0,11,DET,JAX
2229,2016.0,11,PIT,CLE
2230,2016.0,11,MIN,ARI
2231,2016.0,11,BUF,CIN
2232,2016.0,11,CLE,PIT
2233,2016.0,11,LAR,MIA
2234,2016.0,10,PIT,DAL
2235,2016.0,10,TEN,GB
2236,2016.0,10,GB,TEN
2237,2016.0,10,SEA,NE
2238,2016.0,10,SF,ARI
2239,2016.0,10,CAR,KC
2240,2016.0,10,BAL,CLE
2241,2016.0,10,NO,DEN
2242,2016.0,10,MIA,LAC
2243,2016.0,10,DAL,PIT
2244,2016.0,10,TB,CHI
2245,2016.0,10,WAS,MIN
2246,2016.0,10,MIN,WAS
2247,2016.0,10,NYG,CIN
2248,2016.0,10,JAX,HOU
2249,2016.0,10,LAC,MIA
2250,2016.0,10,DEN,NO
2251,2016.0,10,ARI,SF
2252,2016.0,10,HOU,JAX
2253,2016.0,10,ATL,PHI
2254,2016.0,10,CIN,NYG
2255,2016.0,10,NE,SEA
2256,2016.0,10,NYJ,LAR
2257,2016.0,10,KC,CAR
2258,2016.0,10,PHI,ATL
2259,2016.0,10,CLE,BAL
2260,2016.0,10,LAR,NYJ
2261,2016.0,10,CHI,TB
2262,2016.0,9,ATL,TB
2263,2016.0,9,SEA,BUF
2264,2016.0,9,GB,IND
2265,2016.0,9,TEN,LAC
2266,2016.0,9,BUF,SEA
2267,2016.0,9,NO,SF
2268,2016.0,9,DAL,CLE
2269,2016.0,9,SF,NO
2270,2016.0,9,NYG,PHI
2271,2016.0,9,TB,ATL
2272,2016.0,9,JAX,KC
2273,2016.0,9,PIT,BAL
2274,2016.0,9,LAC,TEN
2275,2016.0,9,MIN,DET
2276,2016.0,9,DEN,LV
2277,2016.0,9,BAL,PIT
2278,2016.0,9,DET,MIN
2279,2016.0,9,CAR,LAR
2280,2016.0,9,LAR,CAR
2281,2016.0,9,CLE,DAL
2282,2016.0,9,IND,GB
2283,2016.0,9,KC,JAX
2284,2016.0,9,NYJ,MIA
2285,2016.0,9,PHI,NYG
2286,2016.0,9,MIA,NYJ
2287,2016.0,9,LV,DEN
2288,2016.0,8,LV,TB
2289,2016.0,8,GB,ATL
2290,2016.0,8,NE,BUF
2291,2016.0,8,JAX,TEN
2292,2016.0,8,DAL,PHI
2293,2016.0,8,ATL,GB
2294,2016.0,8,WAS,CIN
2295,2016.0,8,ARI,CAR
2296,2016.0,8,NO,SEA
2297,2016.0,8,CLE,NYJ
2298,2016.0,8,TEN,JAX
2299,2016.0,8,CIN,WAS
2300,2016.0,8,TB,LV
2301,2016.0,8,IND,KC
2302,2016.0,8,BUF,NE
2303,2016.0,8,KC,IND
2304,2016.0,8,NYJ,CLE
2305,2016.0,8,CHI,MIN
2306,2016.0,8,DET,HOU
2307,2016.0,8,MIN,CHI
2308,2016.0,8,CAR,ARI
2309,2016.0,8,LAC,DEN
2310,2016.0,8,PHI,DAL
2311,2016.0,8,SEA,NO
2312,2016.0,8,HOU,DET
2313,2016.0,8,DEN,LAC
2314,2016.0,7,IND,TEN
2315,2016.0,7,NO,KC
2316,2016.0,7,BUF,MIA
2317,2016.0,7,GB,CHI
2318,2016.0,7,WAS,DET
2319,2016.0,7,TB,SF
2320,2016.0,7,CIN,CLE
2321,2016.0,7,NE,PIT
2322,2016.0,7,DET,WAS
2323,2016.0,7,KC,NO
2324,2016.0,7,TEN,IND
2325,2016.0,7,CLE,CIN
2326,2016.0,7,MIA,BUF
2327,2016.0,7,LAC,ATL
2328,2016.0,7,ARI,SEA
2329,2016.0,7,SF,TB
2330,2016.0,7,ATL,LAC
2331,2016.0,7,PIT,NE
2332,2016.0,7,JAX,LV
2333,2016.0,7,LV,JAX
2334,2016.0,7,DEN,HOU
2335,2016.0,7,SEA,ARI
2336,2016.0,7,NYJ,BAL
2337,2016.0,7,LAR,NYG
2338,2016.0,7,NYG,LAR
2339,2016.0,7,MIN,PHI
2340,2016.0,7,PHI,MIN
2341,2016.0,7,BAL,NYJ
2342,2016.0,7,HOU,DEN
2343,2016.0,7,CHI,GB
2344,2016.0,6,NO,CAR
2345,2016.0,6,LAR,DET
2346,2016.0,6,DET,LAR
2347,2016.0,6,TEN,CLE
2348,2016.0,6,NE,CIN
2349,2016.0,6,CAR,NO
2350,2016.0,6,NYG,BAL
2351,2016.0,6,IND,HOU
2352,2016.0,6,CIN,NE
2353,2016.0,6,CLE,TEN
2354,2016.0,6,ATL,SEA
2355,2016.0,6,BUF,SF
2356,2016.0,6,DAL,GB
2357,2016.0,6,SF,BUF
2358,2016.0,6,WAS,PHI
2359,2016.0,6,HOU,IND
2360,2016.0,6,DEN,LAC
2361,2016.0,6,GB,DAL
2362,2016.0,6,ARI,NYJ
2363,2016.0,6,BAL,NYG
2364,2016.0,6,CHI,JAX
2365,2016.0,6,SEA,ATL
2366,2016.0,6,LAC,DEN
2367,2016.0,6,JAX,CHI
2368,2016.0,6,MIA,PIT
2369,2016.0,6,LV,KC
2370,2016.0,6,PIT,MIA
2371,2016.0,6,KC,LV
2372,2016.0,6,PHI,WAS
2373,2016.0,6,NYJ,ARI
2374,2016.0,5,TEN,MIA
2375,2016.0,5,NE,CLE
2376,2016.0,5,PIT,NYJ
2377,2016.0,5,LAC,LV
2378,2016.0,5,CHI,IND
2379,2016.0,5,IND,CHI
2380,2016.0,5,CIN,DAL
2381,2016.0,5,LV,LAC
2382,2016.0,5,SF,ARI
2383,2016.0,5,DET,PHI
2384,2016.0,5,MIN,HOU
2385,2016.0,5,DAL,CIN
2386,2016.0,5,PHI,DET
2387,2016.0,5,GB,NYG
2388,2016.0,5,BUF,LAR
2389,2016.0,5,TB,CAR
2390,2016.0,5,NYJ,PIT
2391,2016.0,5,ATL,DEN
2392,2016.0,5,BAL,WAS
2393,2016.0,5,ARI,SF
2394,2016.0,5,DEN,ATL
2395,2016.0,5,WAS,BAL
2396,2016.0,5,NYG,GB
2397,2016.0,5,CLE,NE
2398,2016.0,5,HOU,MIN
2399,2016.0,5,LAR,BUF
2400,2016.0,5,CAR,TB
2401,2016.0,5,MIA,TEN
2402,2016.0,4,ATL,CAR
2403,2016.0,4,PIT,KC
2404,2016.0,4,JAX,IND
2405,2016.0,4,SEA,NYJ
2406,2016.0,4,LV,BAL
2407,2016.0,4,BAL,LV
2408,2016.0,4,CHI,DET
2409,2016.0,4,LAC,NO
2410,2016.0,4,DAL,SF
2411,2016.0,4,LAR,ARI
2412,2016.0,4,KC,PIT
2413,2016.0,4,IND,JAX
2414,2016.0,4,WAS,CLE
2415,2016.0,4,BUF,NE
2416,2016.0,4,CAR,ATL
2417,2016.0,4,HOU,TEN
2418,2016.0,4,MIN,NYG
2419,2016.0,4,CIN,MIA
2420,2016.0,4,SF,DAL
2421,2016.0,4,NO,LAC
2422,2016.0,4,ARI,LAR
2423,2016.0,4,CLE,WAS
2424,2016.0,4,TB,DEN
2425,2016.0,4,DEN,TB
2426,2016.0,4,NYJ,SEA
2427,2016.0,4,NE,BUF
2428,2016.0,4,NYG,MIN
2429,2016.0,4,DET,CHI
2430,2016.0,4,TEN,HOU
2431,2016.0,4,MIA,CIN
2432,2016.0,3,DEN,CIN
2433,2016.0,3,DET,GB
2434,2016.0,3,GB,DET
2435,2016.0,3,NO,ATL
2436,2016.0,3,TB,LAR
2437,2016.0,3,DAL,CHI
2438,2016.0,3,PHI,PIT
2439,2016.0,3,ATL,NO
2440,2016.0,3,WAS,NYG
2441,2016.0,3,MIA,CLE
2442,2016.0,3,CHI,DAL
2443,2016.0,3,BUF,ARI
2444,2016.0,3,NE,HOU
2445,2016.0,3,SEA,SF
2446,2016.0,3,NYG,WAS
2447,2016.0,3,LAR,TB
2448,2016.0,3,IND,LAC
2449,2016.0,3,KC,NYJ
2450,2016.0,3,CAR,MIN
2451,2016.0,3,LV,TEN
2452,2016.0,3,BAL,JAX
2453,2016.0,3,JAX,BAL
2454,2016.0,3,LAC,IND
2455,2016.0,3,MIN,CAR
2456,2016.0,3,CIN,DEN
2457,2016.0,3,CLE,MIA
2458,2016.0,3,HOU,NE
2459,2016.0,3,PIT,PHI
2460,2016.0,3,SF,SEA
2461,2016.0,3,TEN,LV
2462,2016.0,3,ARI,BUF
2463,2016.0,3,NYJ,KC
2464,2016.0,2,CAR,SF
2465,2016.0,2,ATL,LV
2466,2016.0,2,LV,ATL
2467,2016.0,2,BUF,NYJ
2468,2016.0,2,ARI,TB
2469,2016.0,2,LAC,JAX
2470,2016.0,2,MIA,NE
2471,2016.0,2,NE,MIA
2472,2016.0,2,NYJ,BUF
2473,2016.0,2,SF,CAR
2474,2016.0,2,PIT,CIN
2475,2016.0,2,CIN,PIT
2476,2016.0,2,MIN,GB
2477,2016.0,2,WAS,DAL
2478,2016.0,2,JAX,LAC
2479,2016.0,2,DAL,WAS
2480,2016.0,2,GB,MIN
2481,2016.0,2,TEN,DET
2482,2016.0,2,BAL,CLE
2483,2016.0,2,DET,TEN
2484,2016.0,2,NO,NYG
2485,2016.0,2,CLE,BAL
2486,2016.0,2,PHI,CHI
2487,2016.0,2,NYG,NO
2488,2016.0,2,SEA,LAR
2489,2016.0,2,DEN,IND
2490,2016.0,2,HOU,KC
2491,2016.0,2,IND,DEN
2492,2016.0,2,LAR,SEA
2493,2016.0,2,TB,ARI
2494,2016.0,2,KC,HOU
2495,2016.0,2,CHI,PHI
2496,2016.0,1,IND,DET
2497,2016.0,1,NO,LV
2498,2016.0,1,KC,LAC
2499,2016.0,1,DET,IND
2500,2016.0,1,TB,ATL
2501,2016.0,1,ATL,TB
2502,2016.0,1,GB,JAX
2503,2016.0,1,LV,NO
2504,2016.0,1,PIT,WAS
2505,2016.0,1,CAR,DEN
2506,2016.0,1,PHI,CLE
2507,2016.0,1,ARI,NE
2508,2016.0,1,NYG,DAL
2509,2016.0,1,CIN,NYJ
2510,2016.0,1,TEN,MIN
2511,2016.0,1,HOU,CHI
2512,2016.0,1,MIA,SEA
2513,2016.0,1,NYJ,CIN
2514,2016.0,1,JAX,GB
2515,2016.0,1,LAC,KC
2516,2016.0,1,NE,ARI
2517,2016.0,1,SF,LAR
2518,2016.0,1,BAL,BUF
2519,2016.0,1,SEA,MIA
2520,2016.0,1,CHI,HOU
2521,2016.0,1,DAL,NYG
2522,2016.0,1,MIN,TEN
2523,2016.0,1,WAS,PIT
2524,2016.0,1,CLE,PHI
2525,2016.0,1,DEN,CAR
2526,2016.0,1,BUF,BAL
2527,2016.0,1,LAR,SF
2528,2015.0,17,CAR,TB
2529,2015.0,17,DET,CHI
2530,2015.0,17,PIT,CLE
2531,2015.0,17,MIA,NE
2532,2015.0,17,DAL,WAS
2533,2015.0,17,SEA,ARI
2534,2015.0,17,ATL,NO
2535,2015.0,17,WAS,DAL
2536,2015.0,17,NYG,PHI
2537,2015.0,17,PHI,NYG
2538,2015.0,17,BUF,NYJ
2539,2015.0,17,SF,LAR
2540,2015.0,17,NO,ATL
2541,2015.0,17,TB,CAR
2542,2015.0,17,KC,LV
2543,2015.0,17,LAC,DEN
2544,2015.0,17,CIN,BAL
2545,2015.0,17,CHI,DET
2546,2015.0,17,GB,MIN
2547,2015.0,17,BAL,CIN
2548,2015.0,17,HOU,JAX
2549,2015.0,17,LV,KC
2550,2015.0,17,NYJ,BUF
2551,2015.0,17,IND,TEN
2552,2015.0,17,LAR,SF
2553,2015.0,17,TEN,IND
2554,2015.0,17,DEN,LAC
2555,2015.0,17,ARI,SEA
2556,2015.0,17,CLE,PIT
2557,2015.0,17,NE,MIA
2558,2015.0,17,JAX,HOU
2559,2015.0,17,MIN,GB
2560,2015.0,16,WAS,PHI
2561,2015.0,16,JAX,NO
2562,2015.0,16,NO,JAX
2563,2015.0,16,NYJ,NE
2564,2015.0,16,DET,SF
2565,2015.0,16,HOU,TEN
2566,2015.0,16,SEA,LAR
2567,2015.0,16,TB,CHI
2568,2015.0,16,PHI,WAS
2569,2015.0,16,ARI,GB
2570,2015.0,16,DEN,CIN
2571,2015.0,16,KC,CLE
2572,2015.0,16,SF,DET
2573,2015.0,16,LV,LAC
2574,2015.0,16,LAC,LV
2575,2015.0,16,BAL,PIT
2576,2015.0,16,ATL,CAR
2577,2015.0,16,CAR,ATL
2578,2015.0,16,CLE,KC
2579,2015.0,16,MIA,IND
2580,2015.0,16,CHI,TB
2581,2015.0,16,CIN,DEN
2582,2015.0,16,MIN,NYG
2583,2015.0,16,BUF,DAL
2584,2015.0,16,NE,NYJ
2585,2015.0,16,TEN,HOU
2586,2015.0,16,LAR,SEA
2587,2015.0,16,GB,ARI
2588,2015.0,16,NYG,MIN
2589,2015.0,16,DAL,BUF
2590,2015.0,16,PIT,BAL
2591,2015.0,16,IND,MIA
2592,2015.0,15,CAR,NYG
2593,2015.0,15,WAS,BUF
2594,2015.0,15,MIN,CHI
2595,2015.0,15,DEN,PIT
2596,2015.0,15,BUF,WAS
2597,2015.0,15,NO,DET
2598,2015.0,15,SEA,CLE
2599,2015.0,15,JAX,ATL
2600,2015.0,15,NYG,CAR
2601,2015.0,15,PIT,DEN
2602,2015.0,15,DET,NO
2603,2015.0,15,LAC,MIA
2604,2015.0,15,LV,GB
2605,2015.0,15,TB,LAR
2606,2015.0,15,NE,TEN
2607,2015.0,15,BAL,KC
2608,2015.0,15,LAR,TB
2609,2015.0,15,PHI,ARI
2610,2015.0,15,NYJ,DAL
2611,2015.0,15,MIA,LAC
2612,2015.0,15,ARI,PHI
2613,2015.0,15,TEN,NE
2614,2015.0,15,CHI,MIN
2615,2015.0,15,KC,BAL
2616,2015.0,15,CIN,SF
2617,2015.0,15,ATL,JAX
2618,2015.0,15,SF,CIN
2619,2015.0,15,CLE,SEA
2620,2015.0,15,GB,LV
2621,2015.0,15,HOU,IND
2622,2015.0,15,IND,HOU
2623,2015.0,15,DAL,NYJ
2624,2015.0,14,SEA,BAL
2625,2015.0,14,NYG,MIA
2626,2015.0,14,JAX,IND
2627,2015.0,14,NYJ,TEN
2628,2015.0,14,CAR,ATL
2629,2015.0,14,TEN,NYJ
2630,2015.0,14,WAS,CHI
2631,2015.0,14,ARI,MIN
2632,2015.0,14,NO,TB
2633,2015.0,14,GB,DAL
2634,2015.0,14,CHI,WAS
2635,2015.0,14,NE,HOU
2636,2015.0,14,BUF,PHI
2637,2015.0,14,DET,LAR
2638,2015.0,14,CIN,PIT
2639,2015.0,14,MIA,NYG
2640,2015.0,14,MIN,ARI
2641,2015.0,14,CLE,SF
2642,2015.0,14,TB,NO
2643,2015.0,14,SF,CLE
2644,2015.0,14,KC,LAC
2645,2015.0,14,DEN,LV
2646,2015.0,14,LV,DEN
2647,2015.0,14,PHI,BUF
2648,2015.0,14,PIT,CIN
2649,2015.0,14,IND,JAX
2650,2015.0,14,LAC,KC
2651,2015.0,14,BAL,SEA
2652,2015.0,14,ATL,CAR
2653,2015.0,14,HOU,NE
2654,2015.0,14,LAR,DET
2655,2015.0,14,DAL,GB
2656,2015.0,13,CAR,NO
2657,2015.0,13,TEN,JAX
2658,2015.0,13,SEA,MIN
2659,2015.0,13,PIT,IND
2660,2015.0,13,JAX,TEN
2661,2015.0,13,NE,PHI
2662,2015.0,13,BUF,HOU
2663,2015.0,13,NYJ,NYG
2664,2015.0,13,GB,DET
2665,2015.0,13,SF,CHI
2666,2015.0,13,KC,LV
2667,2015.0,13,CIN,CLE
2668,2015.0,13,HOU,BUF
2669,2015.0,13,NO,CAR
2670,2015.0,13,ARI,LAR
2671,2015.0,13,TB,ATL
2672,2015.0,13,DET,GB
2673,2015.0,13,NYG,NYJ
2674,2015.0,13,WAS,DAL
2675,2015.0,13,LV,KC
2676,2015.0,13,ATL,TB
2677,2015.0,13,PHI,NE
2678,2015.0,13,BAL,MIA
2679,2015.0,13,DEN,LAC
2680,2015.0,13,DAL,WAS
2681,2015.0,13,MIA,BAL
2682,2015.0,13,CHI,SF
2683,2015.0,13,LAC,DEN
2684,2015.0,13,CLE,CIN
2685,2015.0,13,IND,PIT
2686,2015.0,13,LAR,ARI
2687,2015.0,13,MIN,SEA
2688,2015.0,12,SEA,PIT
2689,2015.0,12,DET,PHI
2690,2015.0,12,NYJ,MIA
2691,2015.0,12,LAC,JAX
2692,2015.0,12,BUF,KC
2693,2015.0,12,LV,TEN
2694,2015.0,12,NE,DEN
2695,2015.0,12,JAX,LAC
2696,2015.0,12,WAS,NYG
2697,2015.0,12,PIT,SEA
2698,2015.0,12,MIA,NYJ
2699,2015.0,12,KC,BUF
2700,2015.0,12,IND,TB
2701,2015.0,12,CIN,LAR
2702,2015.0,12,TEN,LV
2703,2015.0,12,CAR,DAL
2704,2015.0,12,ARI,SF
2705,2015.0,12,SF,ARI
2706,2015.0,12,NYG,WAS
2707,2015.0,12,TB,IND
2708,2015.0,12,PHI,DET
2709,2015.0,12,BAL,CLE
2710,2015.0,12,HOU,NO
2711,2015.0,12,CLE,BAL
2712,2015.0,12,GB,CHI
2713,2015.0,12,DEN,NE
2714,2015.0,12,CHI,GB
2715,2015.0,12,DAL,CAR
2716,2015.0,12,ATL,MIN
2717,2015.0,12,NO,HOU
2718,2015.0,12,MIN,ATL
2719,2015.0,12,LAR,CIN
2720,2015.0,11,CAR,WAS
2721,2015.0,11,TB,PHI
2722,2015.0,11,SEA,SF
2723,2015.0,11,ARI,CIN
2724,2015.0,11,CIN,ARI
2725,2015.0,11,DET,LV
2726,2015.0,11,MIN,GB
2727,2015.0,11,GB,MIN
2728,2015.0,11,DEN,CHI
2729,2015.0,11,TEN,JAX
2730,2015.0,11,ATL,IND
2731,2015.0,11,SF,SEA
2732,2015.0,11,NYJ,HOU
2733,2015.0,11,MIA,DAL
2734,2015.0,11,HOU,NYJ
2735,2015.0,11,PHI,TB
2736,2015.0,11,KC,LAC
2737,2015.0,11,IND,ATL
2738,2015.0,11,DAL,MIA
2739,2015.0,11,NE,BUF
2740,2015.0,11,BAL,LAR
2741,2015.0,11,JAX,TEN
2742,2015.0,11,CHI,DEN
2743,2015.0,11,BUF,NE
2744,2015.0,11,LV,DET
2745,2015.0,11,WAS,CAR
2746,2015.0,11,LAC,KC
2747,2015.0,11,LAR,BAL
2748,2015.0,10,WAS,NO
2749,2015.0,10,PIT,CLE
2750,2015.0,10,CHI,LAR
2751,2015.0,10,GB,DET
2752,2015.0,10,NYG,NE
2753,2015.0,10,CAR,TEN
2754,2015.0,10,BAL,JAX
2755,2015.0,10,ARI,SEA
2756,2015.0,10,NE,NYG
2757,2015.0,10,LV,MIN
2758,2015.0,10,SEA,ARI
2759,2015.0,10,CLE,PIT
2760,2015.0,10,MIA,PHI
2761,2015.0,10,JAX,BAL
2762,2015.0,10,DET,GB
2763,2015.0,10,KC,DEN
2764,2015.0,10,NYJ,BUF
2765,2015.0,10,PHI,MIA
2766,2015.0,10,TB,DAL
2767,2015.0,10,NO,WAS
2768,2015.0,10,MIN,LV
2769,2015.0,10,BUF,NYJ
2770,2015.0,10,DEN,KC
2771,2015.0,10,CIN,HOU
2772,2015.0,10,TEN,CAR
2773,2015.0,10,HOU,CIN
2774,2015.0,10,LAR,CHI
2775,2015.0,10,DAL,TB
2776,2015.0,9,CAR,GB
2777,2015.0,9,TEN,NO
2778,2015.0,9,GB,CAR
2779,2015.0,9,NO,TEN
2780,2015.0,9,LV,PIT
2781,2015.0,9,DAL,PHI
2782,2015.0,9,CIN,CLE
2783,2015.0,9,IND,DEN
2784,2015.0,9,PIT,LV
2785,2015.0,9,JAX,NYJ
2786,2015.0,9,NYJ,JAX
2787,2015.0,9,TB,NYG
2788,2015.0,9,NE,WAS
2789,2015.0,9,CHI,LAC
2790,2015.0,9,ATL,SF
2791,2015.0,9,PHI,DAL
2792,2015.0,9,BUF,MIA
2793,2015.0,9,DEN,IND
2794,2015.0,9,LAC,CHI
2795,2015.0,9,SF,ATL
2796,2015.0,9,CLE,CIN
2797,2015.0,9,MIN,LAR
2798,2015.0,9,NYG,TB
2799,2015.0,9,MIA,BUF
2800,2015.0,9,WAS,NE
2801,2015.0,9,LAR,MIN
2802,2015.0,8,NO,NYG
2803,2015.0,8,NYG,NO
2804,2015.0,8,NE,MIA
2805,2015.0,8,ARI,CLE
2806,2015.0,8,LV,NYJ
2807,2015.0,8,KC,DET
2808,2015.0,8,LAC,BAL
2809,2015.0,8,BAL,LAC
2810,2015.0,8,ATL,TB
2811,2015.0,8,NYJ,LV
2812,2015.0,8,CHI,MIN
2813,2015.0,8,TB,ATL
2814,2015.0,8,CLE,ARI
2815,2015.0,8,CAR,IND
2816,2015.0,8,HOU,TEN
2817,2015.0,8,IND,CAR
2818,2015.0,8,SEA,DAL
2819,2015.0,8,LAR,SF
2820,2015.0,8,DEN,GB
2821,2015.0,8,MIN,CHI
2822,2015.0,8,CIN,PIT
2823,2015.0,8,SF,LAR
2824,2015.0,8,DET,KC
2825,2015.0,8,PIT,CIN
2826,2015.0,8,DAL,SEA
2827,2015.0,8,MIA,NE
2828,2015.0,8,GB,DEN
2829,2015.0,8,TEN,HOU
2830,2015.0,7,WAS,TB
2831,2015.0,7,NE,NYJ
2832,2015.0,7,MIA,HOU
2833,2015.0,7,LAC,LV
2834,2015.0,7,IND,NO
2835,2015.0,7,LV,LAC
2836,2015.0,7,HOU,MIA
2837,2015.0,7,NYJ,NE
2838,2015.0,7,TB,WAS
2839,2015.0,7,ARI,BAL
2840,2015.0,7,MIN,DET
2841,2015.0,7,DET,MIN
2842,2015.0,7,BUF,JAX
2843,2015.0,7,KC,PIT
2844,2015.0,7,BAL,ARI
2845,2015.0,7,CAR,PHI
2846,2015.0,7,JAX,BUF
2847,2015.0,7,NO,IND
2848,2015.0,7,SEA,SF
2849,2015.0,7,ATL,TEN
2850,2015.0,7,CLE,LAR
2851,2015.0,7,TEN,ATL
2852,2015.0,7,DAL,NYG
2853,2015.0,7,PHI,CAR
2854,2015.0,7,NYG,DAL
2855,2015.0,7,LAR,CLE
2856,2015.0,7,PIT,KC
2857,2015.0,7,SF,SEA
2858,2015.0,6,DET,CHI
2859,2015.0,6,LAC,GB
2860,2015.0,6,IND,NE
2861,2015.0,6,NYJ,WAS
2862,2015.0,6,HOU,JAX
2863,2015.0,6,JAX,HOU
2864,2015.0,6,SF,BAL
2865,2015.0,6,NE,IND
2866,2015.0,6,CIN,BUF
2867,2015.0,6,BUF,CIN
2868,2015.0,6,CAR,SEA
2869,2015.0,6,GB,LAC
2870,2015.0,6,CHI,DET
2871,2015.0,6,SEA,CAR
2872,2015.0,6,ATL,NO
2873,2015.0,6,BAL,SF
2874,2015.0,6,ARI,PIT
2875,2015.0,6,NO,ATL
2876,2015.0,6,KC,MIN
2877,2015.0,6,MIA,TEN
2878,2015.0,6,PIT,ARI
2879,2015.0,6,CLE,DEN
2880,2015.0,6,DEN,CLE
2881,2015.0,6,MIN,KC
2882,2015.0,6,PHI,NYG
2883,2015.0,6,NYG,PHI
2884,2015.0,6,WAS,NYJ
2885,2015.0,6,TEN,MIA
2886,2015.0,5,CLE,BAL
2887,2015.0,5,NYG,SF
2888,2015.0,5,JAX,TB
2889,2015.0,5,CIN,SEA
2890,2015.0,5,NE,DAL
2891,2015.0,5,BAL,CLE
2892,2015.0,5,BUF,TEN
2893,2015.0,5,SF,NYG
2894,2015.0,5,LAC,PIT
2895,2015.0,5,HOU,IND
2896,2015.0,5,ARI,DET
2897,2015.0,5,PHI,NO
2898,2015.0,5,CHI,KC
2899,2015.0,5,IND,HOU
2900,2015.0,5,GB,LAR
2901,2015.0,5,NO,PHI
2902,2015.0,5,TB,JAX
2903,2015.0,5,KC,CHI
2904,2015.0,5,SEA,CIN
2905,2015.0,5,PIT,LAC
2906,2015.0,5,TEN,BUF
2907,2015.0,5,LV,DEN
2908,2015.0,5,DET,ARI
2909,2015.0,5,WAS,ATL
2910,2015.0,5,DAL,NE
2911,2015.0,5,DEN,LV
2912,2015.0,5,ATL,WAS
